ESTAGIOID,CARGA_HORARIA,SITUACAO,TIPOESTAGIO,ESTAGIARIO_ID,CLASSIFICACAO,DATA_INICIO,DATA_FIM,ORIENTADOR_FK,CURSOID,MODALIDADE,NIVEL,CURSO,EMPRESAID,EMPRESA,TIPOEMPRESA
253,44,3,0,90,NULL,2015-05-13,2015-06-15,15,51,2,1,"Técnico em Enfermagem",53,"Associação Comunitária "O Pequeno Davi"",NULL
254,44,3,0,90,NULL,2015-07-08,2015-08-03,15,51,2,1,"Técnico em Enfermagem",57,"Abrigo Lar de Jesus",1
255,108,3,0,90,0,2015-08-11,2015-11-27,18,51,2,1,"Técnico em Enfermagem",59,"Unidade Básica de Saúde Padre Afonso Müer - São Vicente",1
256,360,3,0,90,0,2016-01-04,2016-10-27,59,51,2,1,"Técnico em Enfermagem",70,"Hospital Municipal de Januária",1
259,44,3,0,91,NULL,2014-12-10,2015-01-30,61,51,2,1,"Técnico em Enfermagem",53,"Associação Comunitária "O Pequeno Davi"",NULL
260,44,3,0,91,NULL,2014-11-21,2014-12-05,61,51,2,1,"Técnico em Enfermagem",92,"Associação Beneficente São Vicente de Paula - Asilo João XXIII",2
261,44,3,0,91,NULL,2015-02-04,2015-03-05,61,51,2,1,"Técnico em Enfermagem",57,"Abrigo Lar de Jesus",1
262,88,3,0,91,0,2015-03-03,2015-04-15,18,51,2,1,"Técnico em Enfermagem",59,"Unidade Básica de Saúde Padre Afonso Müer - São Vicente",1
4628,380,3,0,91,0,2015-05-13,2016-04-01,67,51,2,1,"Técnico em Enfermagem",70,"Hospital Municipal de Januária",1
266,44,3,0,92,NULL,2014-06-09,2014-09-18,15,51,2,1,"Técnico em Enfermagem",53,"Associação Comunitária "O Pequeno Davi"",NULL
267,44,3,0,92,NULL,2014-10-21,2014-11-05,15,51,2,1,"Técnico em Enfermagem",92,"Associação Beneficente São Vicente de Paula - Asilo João XXIII",2
268,44,3,0,92,NULL,2014-09-23,2014-10-09,15,51,2,1,"Técnico em Enfermagem",57,"Abrigo Lar de Jesus",1
269,88,3,0,92,NULL,2014-11-11,2014-12-08,62,51,2,1,"Técnico em Enfermagem",122,"Estratégia da Saúde da Família Levianópolis",1
270,380,3,0,92,0,2015-01-23,2016-04-08,17,51,2,1,"Técnico em Enfermagem",70,"Hospital Municipal de Januária",1
273,44,3,0,93,NULL,2010-11-04,2010-11-22,94,51,2,1,"Técnico em Enfermagem",57,"Abrigo Lar de Jesus",1
274,44,3,0,93,NULL,2010-11-23,2010-12-08,94,51,2,1,"Técnico em Enfermagem",92,"Associação Beneficente São Vicente de Paula - Asilo João XXIII",2
285,44,3,0,93,NULL,2011-01-03,2011-01-18,17,51,2,1,"Técnico em Enfermagem",53,"Associação Comunitária "O Pequeno Davi"",NULL
287,88,3,0,93,NULL,2012-04-19,2012-06-01,7,51,2,1,"Técnico em Enfermagem",286,"Unidade Básica de Saúde Hernesto Soares dos Reis",1
4633,380,3,0,93,0,2012-03-01,2012-04-16,17,51,2,1,"Técnico em Enfermagem",70,"Hospital Municipal de Januária",1
290,44,3,0,102,NULL,2013-11-19,2013-12-17,27,51,2,1,"Técnico em Enfermagem",53,"Associação Comunitária "O Pequeno Davi"",NULL
291,44,3,0,102,NULL,2014-02-25,2014-04-01,27,51,2,1,"Técnico em Enfermagem",92,"Associação Beneficente São Vicente de Paula - Asilo João XXIII",2
292,44,3,0,102,NULL,2015-07-08,2015-07-31,15,51,2,1,"Técnico em Enfermagem",57,"Abrigo Lar de Jesus",1
294,88,3,0,102,NULL,2014-02-26,2014-05-28,104,51,2,1,"Técnico em Enfermagem",293,"PSF- Doutor João Oliveira",NULL
4629,380,3,0,102,0,2015-12-01,2016-05-24,17,51,2,1,"Técnico em Enfermagem",70,"Hospital Municipal de Januária",1
301,44,3,0,105,NULL,2015-07-13,2015-08-11,61,51,2,1,"Técnico em Enfermagem",92,"Associação Beneficente São Vicente de Paula - Asilo João XXIII",2
302,44,3,0,105,NULL,2015-08-12,2015-11-03,61,51,2,1,"Técnico em Enfermagem",57,"Abrigo Lar de Jesus",1
303,44,3,0,105,NULL,2015-11-04,2015-11-20,61,51,2,1,"Técnico em Enfermagem",53,"Associação Comunitária "O Pequeno Davi"",NULL
304,108,3,0,105,0,2015-12-09,2016-02-03,18,51,2,1,"Técnico em Enfermagem",59,"Unidade Básica de Saúde Padre Afonso Müer - São Vicente",1
305,18,3,0,105,0,2016-03-31,2016-07-20,19,51,2,1,"Técnico em Enfermagem",61,"Centro Estadual de Atenção Especializada - CEAE ",1
306,12,3,0,105,NULL,2016-03-31,2016-07-20,67,51,2,1,"Técnico em Enfermagem",110,"Centro de Atenção Psicossocial - CAPS",1
307,330,3,0,105,0,2016-04-14,2016-12-14,17,51,2,1,"Técnico em Enfermagem",70,"Hospital Municipal de Januária",1
1364,44,3,0,663,NULL,2014-11-06,2014-11-28,15,51,2,1,"Técnico em Enfermagem",53,"Associação Comunitária "O Pequeno Davi"",NULL
1365,44,3,0,663,NULL,2014-12-01,2014-12-19,15,51,2,1,"Técnico em Enfermagem",57,"Abrigo Lar de Jesus",1
1366,44,3,0,663,NULL,2015-02-09,2015-03-04,15,51,2,1,"Técnico em Enfermagem",92,"Associação Beneficente São Vicente de Paula - Asilo João XXIII",2
1369,88,3,0,663,0,2015-03-10,2015-04-28,15,51,2,1,"Técnico em Enfermagem",59,"Unidade Básica de Saúde Padre Afonso Müer - São Vicente",1
1370,380,3,0,663,0,2015-05-19,2016-04-01,67,51,2,1,"Técnico em Enfermagem",70,"Hospital Municipal de Januária",1
1604,16,3,0,685,0,2018-06-06,2018-06-14,687,51,2,1,"Técnico em Enfermagem",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
2014,32,3,0,685,0,2018-10-18,2018-11-13,27,51,2,1,"Técnico em Enfermagem",53,"Associação Comunitária "O Pequeno Davi"",NULL
2268,40,3,0,685,0,2019-02-26,2019-03-29,19,51,2,1,"Técnico em Enfermagem",61,"Centro Estadual de Atenção Especializada - CEAE ",1
2283,120,3,0,685,0,2019-02-27,2019-05-30,1166,51,2,1,"Técnico em Enfermagem",59,"Unidade Básica de Saúde Padre Afonso Müer - São Vicente",1
2587,52,3,0,685,0,2018-08-29,2018-09-27,85,51,2,1,"Técnico em Enfermagem",57,"Abrigo Lar de Jesus",1
6138,20,3,0,685,0,2022-04-04,2022-04-07,7,51,2,1,"Técnico em Enfermagem",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
6362,90,3,0,685,0,2022-06-20,2022-07-21,17,51,2,1,"Técnico em Enfermagem",70,"Hospital Municipal de Januária",1
6408,68,3,0,685,0,2022-07-27,2022-08-31,17,51,2,1,"Técnico em Enfermagem",70,"Hospital Municipal de Januária",1
6487,60,3,0,685,0,2022-07-26,2022-08-24,67,51,2,1,"Técnico em Enfermagem",70,"Hospital Municipal de Januária",1
6126,20,3,0,706,0,2022-03-28,2022-03-30,7,51,2,1,"Técnico em Enfermagem",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
1644,160,3,0,707,0,2018-06-06,2018-06-14,687,51,2,1,"Técnico em Enfermagem",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
2018,320,3,0,707,0,2018-10-18,2018-11-13,27,51,2,1,"Técnico em Enfermagem",53,"Associação Comunitária "O Pequeno Davi"",NULL
2590,520,3,0,707,0,2018-08-29,2018-09-27,85,51,2,1,"Técnico em Enfermagem",57,"Abrigo Lar de Jesus",1
4397,2780,3,0,707,0,2019-08-21,2019-12-12,17,51,2,1,"Técnico em Enfermagem",70,"Hospital Municipal de Januária",1
4398,400,3,0,707,0,2019-08-22,2019-09-06,19,51,2,1,"Técnico em Enfermagem",61,"Centro Estadual de Atenção Especializada - CEAE ",1
4824,1200,3,0,707,0,2019-04-15,2019-07-02,687,51,2,1,"Técnico em Enfermagem",286,"Unidade Básica de Saúde Hernesto Soares dos Reis",1
6425,28,3,0,708,0,2022-08-09,2022-08-12,104,51,2,1,"Técnico em Enfermagem",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
1650,16,3,0,709,0,2018-06-21,2018-07-06,687,51,2,1,"Técnico em Enfermagem",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
2017,52,3,0,709,0,2018-10-10,2018-11-08,85,51,2,1,"Técnico em Enfermagem",57,"Abrigo Lar de Jesus",1
2338,40,3,0,709,0,2019-02-26,2019-03-29,19,51,2,1,"Técnico em Enfermagem",61,"Centro Estadual de Atenção Especializada - CEAE ",1
2339,120,3,0,709,0,2019-02-27,2019-05-30,1166,51,2,1,"Técnico em Enfermagem",59,"Unidade Básica de Saúde Padre Afonso Müer - São Vicente",1
2597,32,3,0,709,0,2018-09-06,2018-10-08,27,51,2,1,"Técnico em Enfermagem",53,"Associação Comunitária "O Pequeno Davi"",NULL
6137,20,3,0,709,0,2022-04-04,2022-04-07,7,51,2,1,"Técnico em Enfermagem",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
6342,72,3,0,709,0,2022-06-28,2022-08-05,67,51,2,1,"Técnico em Enfermagem",70,"Hospital Municipal de Januária",1
6596,120,3,0,709,0,2022-09-08,2022-10-10,17,51,2,1,"Técnico em Enfermagem",70,"Hospital Municipal de Januária",1
2059,28,3,0,924,0,2018-11-12,2018-11-20,104,51,2,1,"Técnico em Enfermagem",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
2140,32,3,0,924,0,2018-11-22,2018-12-21,27,51,2,1,"Técnico em Enfermagem",53,"Associação Comunitária "O Pequeno Davi"",NULL
2257,40,3,0,924,0,2019-02-27,2019-03-20,85,51,2,1,"Técnico em Enfermagem",57,"Abrigo Lar de Jesus",1
2278,40,3,0,924,0,2019-03-27,2019-04-10,104,51,2,1,"Técnico em Enfermagem",92,"Associação Beneficente São Vicente de Paula - Asilo João XXIII",2
2359,108,3,0,924,0,2019-06-12,2019-09-13,1166,51,2,1,"Técnico em Enfermagem",59,"Unidade Básica de Saúde Padre Afonso Müer - São Vicente",1
4474,40,3,0,924,0,2019-10-14,2019-11-05,19,51,2,1,"Técnico em Enfermagem",61,"Centro Estadual de Atenção Especializada - CEAE ",1
6219,20,3,0,924,0,2022-04-18,2022-04-30,7,51,2,1,"Técnico em Enfermagem",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
6361,42,3,0,924,0,2022-06-21,2022-07-29,7,51,2,1,"Técnico em Enfermagem",70,"Hospital Municipal de Januária",1
6452,54,3,0,924,0,2022-08-02,2022-08-28,17,51,2,1,"Técnico em Enfermagem",70,"Hospital Municipal de Januária",1
6453,31,3,0,924,0,2022-08-03,2022-08-25,67,51,2,1,"Técnico em Enfermagem",70,"Hospital Municipal de Januária",1
2062,28,3,0,925,0,2018-11-12,2018-11-20,104,51,2,1,"Técnico em Enfermagem",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
2169,32,3,0,925,0,2018-11-22,2018-12-21,27,51,2,1,"Técnico em Enfermagem",53,"Associação Comunitária "O Pequeno Davi"",NULL
2264,40,3,0,925,0,2019-02-27,2019-03-21,85,51,2,1,"Técnico em Enfermagem",57,"Abrigo Lar de Jesus",1
2279,40,3,0,925,0,2019-03-27,2019-04-10,104,51,2,1,"Técnico em Enfermagem",92,"Associação Beneficente São Vicente de Paula - Asilo João XXIII",2
2358,108,3,0,925,0,2019-06-12,2019-09-13,1166,51,2,1,"Técnico em Enfermagem",59,"Unidade Básica de Saúde Padre Afonso Müer - São Vicente",1
4463,40,3,0,925,0,2019-10-14,2019-11-05,19,51,2,1,"Técnico em Enfermagem",61,"Centro Estadual de Atenção Especializada - CEAE ",1
6139,20,3,0,925,0,2022-04-04,2022-04-07,7,51,2,1,"Técnico em Enfermagem",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
6340,72,3,0,925,0,2022-06-28,2022-08-10,67,51,2,1,"Técnico em Enfermagem",70,"Hospital Municipal de Januária",1
6593,120,3,0,925,0,2022-09-08,2022-10-10,17,51,2,1,"Técnico em Enfermagem",70,"Hospital Municipal de Januária",1
2065,28,3,0,926,0,2018-11-12,2018-12-12,104,51,2,1,"Técnico em Enfermagem",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
2139,32,3,0,926,0,2018-11-21,2018-12-21,27,51,2,1,"Técnico em Enfermagem",53,"Associação Comunitária "O Pequeno Davi"",NULL
2258,40,3,0,926,0,2019-02-27,2019-03-21,85,51,2,1,"Técnico em Enfermagem",57,"Abrigo Lar de Jesus",1
2280,40,3,0,926,0,2019-03-27,2019-04-16,104,51,2,1,"Técnico em Enfermagem",92,"Associação Beneficente São Vicente de Paula - Asilo João XXIII",2
4383,108,3,0,926,0,2019-08-19,2019-10-29,687,51,2,1,"Técnico em Enfermagem",286,"Unidade Básica de Saúde Hernesto Soares dos Reis",1
4837,36,3,0,926,0,2020-02-18,2020-03-12,19,51,2,1,"Técnico em Enfermagem",61,"Centro Estadual de Atenção Especializada - CEAE ",1
6220,20,3,0,926,0,2022-04-18,2022-04-30,7,51,2,1,"Técnico em Enfermagem",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
6339,72,3,0,926,0,2022-06-28,2022-08-10,67,51,2,1,"Técnico em Enfermagem",70,"Hospital Municipal de Januária",1
6594,120,3,0,926,0,2022-09-08,2022-10-10,17,51,2,1,"Técnico em Enfermagem",70,"Hospital Municipal de Januária",1
2085,28,3,0,934,0,2018-11-21,2018-12-04,104,51,2,1,"Técnico em Enfermagem",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
2260,40,3,0,934,0,2019-03-12,2019-03-22,104,51,2,1,"Técnico em Enfermagem",92,"Associação Beneficente São Vicente de Paula - Asilo João XXIII",2
2303,40,3,0,934,0,2019-03-26,2019-04-16,85,51,2,1,"Técnico em Enfermagem",57,"Abrigo Lar de Jesus",1
2324,32,3,0,934,0,2019-04-24,2019-05-22,27,51,2,1,"Técnico em Enfermagem",2192,"Unidade de Acolhimento Institucional de Januária ",1
4470,76,3,0,934,0,2019-10-09,2019-11-29,1166,51,2,1,"Técnico em Enfermagem",59,"Unidade Básica de Saúde Padre Afonso Müer - São Vicente",1
6129,20,3,0,934,0,2022-03-28,2022-03-30,7,51,2,1,"Técnico em Enfermagem",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
6317,30,3,0,934,0,2022-06-15,2022-07-08,19,51,2,1,"Técnico em Enfermagem",61,"Centro Estadual de Atenção Especializada - CEAE ",1
6333,60,3,0,934,0,2022-06-21,2022-07-31,7,51,2,1,"Técnico em Enfermagem",70,"Hospital Municipal de Januária",1
6403,60,3,0,934,0,2022-08-10,2022-09-01,17,51,2,1,"Técnico em Enfermagem",70,"Hospital Municipal de Januária",1
6488,52,3,0,934,0,2022-08-10,2022-09-09,67,51,2,1,"Técnico em Enfermagem",70,"Hospital Municipal de Januária",1
2088,28,3,0,935,0,2018-11-26,2018-12-05,104,51,2,1,"Técnico em Enfermagem",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
2261,40,3,0,935,0,2019-03-12,2019-03-22,104,51,2,1,"Técnico em Enfermagem",92,"Associação Beneficente São Vicente de Paula - Asilo João XXIII",2
2304,40,3,0,935,0,2019-03-26,2019-04-16,85,51,2,1,"Técnico em Enfermagem",57,"Abrigo Lar de Jesus",1
2325,32,3,0,935,0,2019-04-24,2019-05-22,27,51,2,1,"Técnico em Enfermagem",2192,"Unidade de Acolhimento Institucional de Januária ",1
4469,76,3,0,935,0,2019-10-09,2019-11-29,1166,51,2,1,"Técnico em Enfermagem",59,"Unidade Básica de Saúde Padre Afonso Müer - São Vicente",1
6128,20,3,0,935,0,2022-03-28,2022-03-30,7,51,2,1,"Técnico em Enfermagem",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
6334,30,3,0,935,0,2022-06-15,2022-07-08,19,51,2,1,"Técnico em Enfermagem",61,"Centro Estadual de Atenção Especializada - CEAE ",1
6335,60,3,0,935,0,2022-06-21,2022-07-31,7,51,2,1,"Técnico em Enfermagem",70,"Hospital Municipal de Januária",1
6407,60,3,0,935,0,2022-08-10,2022-09-01,17,51,2,1,"Técnico em Enfermagem",70,"Hospital Municipal de Januária",1
6489,52,3,0,935,0,2022-08-10,2022-09-09,67,51,2,1,"Técnico em Enfermagem",70,"Hospital Municipal de Januária",1
6127,20,3,0,936,0,2022-03-28,2022-03-30,7,51,2,1,"Técnico em Enfermagem",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
6601,50,3,0,936,0,2022-08-22,2022-11-21,67,51,2,1,"Técnico em Enfermagem",70,"Hospital Municipal de Januária",1
6116,20,3,0,937,0,2022-03-14,2022-03-30,687,51,2,1,"Técnico em Enfermagem",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
2097,28,3,0,938,0,2018-11-21,2018-12-04,104,51,2,1,"Técnico em Enfermagem",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
2263,40,3,0,938,0,2019-03-12,2019-03-22,104,51,2,1,"Técnico em Enfermagem",92,"Associação Beneficente São Vicente de Paula - Asilo João XXIII",2
2298,40,3,0,938,0,2019-03-26,2019-04-16,85,51,2,1,"Técnico em Enfermagem",57,"Abrigo Lar de Jesus",1
2327,32,3,0,938,0,2019-04-24,2019-05-22,27,51,2,1,"Técnico em Enfermagem",2192,"Unidade de Acolhimento Institucional de Januária ",1
4382,108,3,0,938,0,2019-08-19,2019-10-29,687,51,2,1,"Técnico em Enfermagem",286,"Unidade Básica de Saúde Hernesto Soares dos Reis",1
4839,36,3,0,938,0,2020-02-18,2020-03-12,19,51,2,1,"Técnico em Enfermagem",61,"Centro Estadual de Atenção Especializada - CEAE ",1
6134,20,3,0,938,0,2022-04-04,2022-04-07,7,51,2,1,"Técnico em Enfermagem",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
6360,90,3,0,938,0,2022-06-20,2022-07-21,17,51,2,1,"Técnico em Enfermagem",70,"Hospital Municipal de Januária",1
6401,65,3,0,938,0,2022-07-27,2022-08-31,17,51,2,1,"Técnico em Enfermagem",70,"Hospital Municipal de Januária",1
6608,47,3,0,938,0,2022-09-02,2022-10-03,67,51,2,1,"Técnico em Enfermagem",70,"Hospital Municipal de Januária",1
2108,28,3,0,943,0,2018-11-21,2018-12-04,104,51,2,1,"Técnico em Enfermagem",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
2262,40,3,0,943,0,2019-03-12,2019-03-22,104,51,2,1,"Técnico em Enfermagem",92,"Associação Beneficente São Vicente de Paula - Asilo João XXIII",2
2297,40,3,0,943,0,2019-03-26,2019-04-16,85,51,2,1,"Técnico em Enfermagem",57,"Abrigo Lar de Jesus",1
2326,32,3,0,943,0,2019-04-24,2019-05-22,27,51,2,1,"Técnico em Enfermagem",2192,"Unidade de Acolhimento Institucional de Januária ",1
4381,108,3,0,943,0,2019-08-19,2019-10-29,687,51,2,1,"Técnico em Enfermagem",286,"Unidade Básica de Saúde Hernesto Soares dos Reis",1
4484,40,3,0,943,0,2019-11-11,2019-12-03,19,51,2,1,"Técnico em Enfermagem",61,"Centro Estadual de Atenção Especializada - CEAE ",1
6131,20,3,0,943,0,2022-03-28,2022-03-31,7,51,2,1,"Técnico em Enfermagem",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
6363,90,3,0,943,0,2022-06-20,2022-07-21,17,51,2,1,"Técnico em Enfermagem",70,"Hospital Municipal de Januária",1
6405,65,3,0,943,0,2022-07-27,2022-08-31,17,51,2,1,"Técnico em Enfermagem",70,"Hospital Municipal de Januária",1
6595,43,3,0,943,0,2022-09-23,2022-11-08,67,51,2,1,"Técnico em Enfermagem",70,"Hospital Municipal de Januária",1
6115,20,3,0,990,0,2022-03-14,2022-03-30,687,51,2,1,"Técnico em Enfermagem",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
6422,36,3,0,991,0,2022-08-09,2022-08-31,687,51,2,1,"Técnico em Enfermagem",92,"Associação Beneficente São Vicente de Paula - Asilo João XXIII",2
6106,20,3,0,992,0,2022-03-14,2022-03-30,687,51,2,1,"Técnico em Enfermagem",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
6622,34,3,0,1089,0,2022-09-13,2022-10-07,687,51,2,1,"Técnico em Enfermagem",92,"Associação Beneficente São Vicente de Paula - Asilo João XXIII",2
6117,20,3,0,1125,0,2022-03-14,2022-03-30,687,51,2,1,"Técnico em Enfermagem",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
6212,62,3,0,1125,0,2022-04-20,2022-07-07,1166,51,2,1,"Técnico em Enfermagem",2563,"Unidade Básica de Saúde Itapiraçaba I e II",1
6113,20,3,0,1128,0,2022-03-14,2022-03-30,687,51,2,1,"Técnico em Enfermagem",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
6214,62,3,0,1128,0,2022-04-20,2022-07-07,1166,51,2,1,"Técnico em Enfermagem",2563,"Unidade Básica de Saúde Itapiraçaba I e II",1
6114,20,3,0,1131,0,2022-03-14,2022-03-30,687,51,2,1,"Técnico em Enfermagem",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
6112,20,3,0,1136,0,2022-03-14,2022-03-30,687,51,2,1,"Técnico em Enfermagem",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
6315,62,3,0,1150,0,2022-06-15,2022-07-22,1166,51,2,1,"Técnico em Enfermagem",2563,"Unidade Básica de Saúde Itapiraçaba I e II",1
6133,20,3,0,1162,0,2022-03-28,2022-03-31,7,51,2,1,"Técnico em Enfermagem",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
6316,62,3,0,1162,0,2022-06-15,2022-07-22,1166,51,2,1,"Técnico em Enfermagem",2563,"Unidade Básica de Saúde Itapiraçaba I e II",1
6124,20,3,0,1163,0,2022-04-04,2022-04-08,27,51,2,1,"Técnico em Enfermagem",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
6123,20,3,0,1165,0,2022-04-04,2022-04-08,27,51,2,1,"Técnico em Enfermagem",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
6140,20,3,0,1187,0,2022-03-14,2022-03-18,27,51,2,1,"Técnico em Enfermagem",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
6135,20,3,0,1188,0,2022-04-04,2022-04-08,7,51,2,1,"Técnico em Enfermagem",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
2577,16,3,0,1393,0,2018-01-25,2018-02-02,85,51,2,1,"Técnico em Enfermagem",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
2578,52,3,0,1393,0,2018-04-24,2018-05-26,85,51,2,1,"Técnico em Enfermagem",57,"Abrigo Lar de Jesus",1
2579,32,3,0,1393,0,2018-06-19,2018-07-18,27,51,2,1,"Técnico em Enfermagem",53,"Associação Comunitária "O Pequeno Davi"",NULL
2580,40,3,0,1393,0,2018-11-27,2019-03-18,19,51,2,1,"Técnico em Enfermagem",61,"Centro Estadual de Atenção Especializada - CEAE ",1
2581,130,3,0,1393,0,2018-11-12,2019-04-17,687,51,2,1,"Técnico em Enfermagem",286,"Unidade Básica de Saúde Hernesto Soares dos Reis",1
5744,204,3,0,1393,0,2019-06-25,2019-09-19,17,51,2,1,"Técnico em Enfermagem",70,"Hospital Municipal de Januária",1
2591,24,3,0,1396,0,2018-04-04,2018-05-03,27,51,2,1,"Técnico em Enfermagem",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
2592,32,3,0,1396,0,2018-05-09,2018-06-12,27,51,2,1,"Técnico em Enfermagem",53,"Associação Comunitária "O Pequeno Davi"",NULL
2593,52,3,0,1396,0,2018-06-13,2018-07-13,85,51,2,1,"Técnico em Enfermagem",57,"Abrigo Lar de Jesus",1
2594,124,3,0,1396,0,2018-09-05,2018-12-18,1166,51,2,1,"Técnico em Enfermagem",59,"Unidade Básica de Saúde Padre Afonso Müer - São Vicente",1
2595,36,3,0,1396,0,2018-10-11,2019-02-25,19,51,2,1,"Técnico em Enfermagem",61,"Centro Estadual de Atenção Especializada - CEAE ",1
2596,332,3,0,1396,0,2019-03-19,2019-11-13,17,51,2,1,"Técnico em Enfermagem",70,"Hospital Municipal de Januária",1
2598,32,3,0,1399,0,2018-06-19,2018-07-18,27,51,2,1,"Técnico em Enfermagem",53,"Associação Comunitária "O Pequeno Davi"",NULL
